observer;date;weeknr;time;after_sunrise;area;visitordensity;species;size;herb_cover;shrub_cover;tree_cover;temp;wind;rain;FID
EB;4-29-2009;17;9:50;210;rural;100;Turdus merula;4.46;0.26;0.50;0.50;14;0;0.4;2.4
CJ;5-13-2009;19;7:35;99;rural;100;Turdus merula;4.46;0.19;0.78;0.79;20;0;0.0;2.4
CJ;4-9-2009;14;9:20;139;suburb;1000;Turdus merula;4.46;0.18;0.34;0.17;11;2;0.0;2.4
CJ;4-9-2009;14;12:25;324;suburb;1000;Turdus merula;4.46;0.31;0.41;0.34;12;2;0.0;2.4
CJ;4-9-2009;14;12:57;356;suburb;1000;Turdus merula;4.46;0.43;0.31;0.25;12;2;0.0;2.4
SS;5-9-2009;19;8:05;122;suburb;1000;Pica pica;6.02;0.59;0.46;0.69;19;1;0.0;2.4
SS;5-9-2009;19;9:23;200;suburb;1000;Turdus merula;4.46;0.52;0.22;0.62;20;1;0.0;2.4
SS;4-5-2009;14;7:09;-1;nature;10;Prunella modularis;2.74;0.15;0.33;0.27;14;5;0.2;2.4
SS;4-10-2009;14;11:17;258;nature;10;Erithacus rubecula;2.62;0.10;0.43;0.26;11;2;0.0;2.4
EB;4-20-2009;16;11:36;298;nature;10;Turdus merula;4.46;0.32;0.60;0.58;8;5;0.1;2.4
SS;5-1-2009;17;12:31;374;nature;10;Erithacus rubecula;2.62;0.30;0.55;0.44;15;0;0.4;2.4
SS;3-17-2009;11;13:07;375;urban;10000;Turdus merula;4.46;0.04;0.20;0.09;12;6;0.0;2.3
EB;3-25-2009;12;11:34;300;urban;10000;Turdus merula;4.46;0.16;0.16;0.12;8;4;0.3;2.3
EB;3-25-2009;12;14:09;455;urban;10000;Erithacus rubecula;2.62;0.13;0.23;0.30;9;4;0.3;2.3
CJ;4-7-2009;14;14:31;446;urban;10000;Erithacus rubecula;2.62;0.30;0.40;0.42;14;2;0.0;2.3
CJ;4-17-2009;15;11:22;278;urban;10000;Erithacus rubecula;2.62;0.23;0.22;0.41;7;5;0.1;2.3
EB;4-18-2009;16;13:38;416;rural;100;Erithacus rubecula;2.62;0.21;0.49;0.41;9;5;0.1;2.3
SS;4-29-2009;17;9:08;168;rural;100;Erithacus rubecula;2.62;0.32;0.61;0.23;13;0;0.4;2.3
SS;5-13-2009;19;9:41;225;rural;100;Turdus philomelos;4.08;0.41;0.61;0.48;25;0;0.0;2.3
EB;4-19-2009;16;16:04;564;suburb;1000;Turdus merula;4.46;0.11;0.42;0.46;8;5;0.1;2.3
SS;4-10-2009;14;10:00;181;nature;10;Erithacus rubecula;2.62;0.25;0.36;0.35;11;2;0.0;2.3
CJ;4-20-2009;16;9:41;183;nature;10;Prunella modularis;2.74;0.14;0.41;0.40;6;5;0.1;2.3
EB;4-20-2009;16;11:48;310;nature;10;Turdus merula;4.46;0.51;0.24;0.39;8;5;0.1;2.3
CJ;5-1-2009;17;12:18;361;nature;10;Prunella modularis;2.74;0.13;0.56;0.39;15;0;0.4;2.3
SS;5-15-2009;19;10:02;248;nature;10;Columba palumbus;8.04;0.52;0.83;0.72;30;0;0.0;2.3
CJ;3-25-2009;12;7:56;82;urban;10000;Turdus merula;4.46;0.16;0.10;0.07;6;4;0.3;2.2
CJ;4-2-2009;13;14:14;418;urban;10000;Turdus merula;4.46;0.06;0.15;0.20;19;5;0.2;2.2
EB;4-7-2009;14;8:18;73;urban;10000;Turdus merula;4.46;0.11;0.36;0.18;10;2;0.0;2.2
CJ;4-7-2009;14;14:16;431;urban;10000;Turdus merula;4.46;0.36;0.19;0.19;14;2;0.0;2.2
EB;4-17-2009;15;8:08;84;urban;10000;Prunella modularis;2.74;0.40;0.48;0.40;5;5;0.1;2.2
CJ;5-7-2009;18;7:13;67;urban;10000;Erithacus rubecula;2.62;0.31;0.48;0.13;17;1;0.0;2.2
SS;5-12-2009;19;8:09;131;urban;10000;Erithacus rubecula;2.62;0.26;0.35;0.68;22;0;0.0;2.2
CJ;4-18-2009;16;14:35;473;rural;100;Turdus merula;4.46;0.36;0.21;0.38;9;5;0.1;2.2
EB;4-29-2009;17;7:39;79;rural;100;Turdus merula;4.46;0.44;0.45;0.33;13;0;0.4;2.2
CJ;5-8-2009;18;11:55;351;rural;100;Turdus merula;4.46;0.20;0.67;0.75;24;1;0.0;2.2
SS;5-13-2009;19;7:24;88;rural;100;Erithacus rubecula;2.62;0.21;0.60;0.50;19;0;0.0;2.2
EB;3-27-2009;12;9:18;168;suburb;1000;Turdus merula;4.46;0.12;0.32;0.33;7;4;0.3;2.2
SS;4-9-2009;14;7:33;32;suburb;1000;Turdus merula;4.46;0.18;0.32;0.18;9;2;0.0;2.2
CJ;4-19-2009;16;7:29;49;suburb;1000;Turdus merula;4.46;0.06;0.26;0.37;5;5;0.1;2.2
EB;5-9-2009;19;7:11;68;suburb;1000;Columba palumbus;8.04;0.54;0.65;0.81;17;1;0.0;2.2
CJ;5-9-2009;19;12:50;407;suburb;1000;Turdus merula;4.46;0.39;0.46;0.54;25;1;0.0;2.2
CJ;3-17-2009;11;8:55;123;urban;10000;Turdus merula;4.46;0.15;0.09;0.08;10;6;0.0;2.1
EB;3-25-2009;12;11:54;320;urban;10000;Turdus merula;4.46;0.26;0.07;0.29;9;4;0.3;2.1
SS;4-2-2009;13;8:29;73;urban;10000;Turdus merula;4.46;0.13;0.26;0.26;15;5;0.2;2.1
EB;4-7-2009;14;13:59;414;urban;10000;Turdus merula;4.46;0.10;0.39;0.06;13;2;0.0;2.1
EB;4-7-2009;14;15:36;511;urban;10000;Turdus merula;4.46;0.28;0.39;0.39;13;2;0.0;2.1
EB;4-17-2009;15;7:16;32;urban;10000;Turdus merula;4.46;0.32;0.47;0.49;5;5;0.1;2.1
SS;4-17-2009;15;15:59;555;urban;10000;Turdus merula;4.46;0.07;0.31;0.49;8;5;0.1;2.1
SS;4-28-2009;17;9:38;196;urban;10000;Turdus philomelos;4.08;0.62;0.51;0.15;14;0;0.4;2.1
SS;3-26-2009;12;14:49;497;rural;100;Erithacus rubecula;2.62;0.09;0.15;0.14;10;4;0.3;2.1
CJ;4-3-2009;13;8:50;96;rural;100;Erithacus rubecula;2.62;0.29;0.11;0.09;15;5;0.2;2.1
SS;4-29-2009;17;9:35;195;rural;100;Erithacus rubecula;2.62;0.39;0.42;0.50;14;0;0.4;2.1
SS;5-13-2009;19;10:50;294;rural;100;Erithacus rubecula;2.62;0.31;0.40;0.48;31;0;0.0;2.1
EB;5-13-2009;19;12:38;402;rural;100;Turdus merula;4.46;0.64;0.48;0.68;30;0;0.0;2.1
SS;5-13-2009;19;13:17;441;rural;100;Pica pica;6.02;0.10;0.79;0.73;29;0;0.0;2.1
EB;3-19-2009;11;14:12;444;suburb;1000;Turdus merula;4.46;0.06;0.09;0.23;12;6;0.0;2.1
SS;4-9-2009;14;7:50;49;suburb;1000;Turdus merula;4.46;0.40;0.19;0.21;9;2;0.0;2.1
EB;4-9-2009;14;16:14;553;suburb;1000;Erithacus rubecula;2.62;0.17;0.42;0.30;12;2;0.0;2.1
SS;4-30-2009;17;14:58;520;suburb;1000;Turdus merula;4.46;0.32;0.64;0.60;14;0;0.4;2.1
SS;5-14-2009;19;14:17;502;suburb;1000;Turdus merula;4.46;0.31;0.50;0.47;29;0;0.0;2.1
CJ;3-20-2009;11;9:14;149;nature;10;Prunella modularis;2.74;0.18;0.24;0.17;10;6;0.0;2.1
CJ;5-1-2009;17;9:50;213;nature;10;Erithacus rubecula;2.62;0.48;0.34;0.40;14;0;0.4;2.1
EB;5-10-2009;19;7:07;66;nature;10;Erithacus rubecula;2.62;0.38;0.68;0.83;17;1;0.0;2.1
EB;5-10-2009;19;8:04;123;nature;10;Pica pica;6.02;0.67;0.72;0.59;19;1;0.0;2.1
CJ;5-15-2009;19;9:53;239;nature;10;Turdus merula;4.46;0.44;0.82;0.90;30;0;0.0;2.1
SS;3-17-2009;11;10:56;244;urban;10000;Turdus merula;4.46;0.08;0.10;0.08;11;6;0.0;2.0
EB;4-17-2009;15;14:17;453;urban;10000;Turdus merula;4.46;0.07;0.42;0.40;9;5;0.1;2.0
EB;3-18-2009;11;11:49;299;rural;100;Erithacus rubecula;2.62;0.16;0.13;0.13;11;6;0.0;2.0
SS;5-13-2009;19;8:45;169;rural;100;Erithacus rubecula;2.62;0.29;0.28;0.76;23;0;0.0;2.0
CJ;3-27-2009;12;9:12;162;suburb;1000;Turdus merula;4.46;0.11;0.23;0.07;7;4;0.3;2.0
EB;4-4-2009;14;9:05;113;suburb;1000;Turdus merula;4.46;0.29;0.19;0.32;16;5;0.2;2.0
CJ;4-9-2009;14;9:57;176;suburb;1000;Turdus merula;4.46;0.32;0.39;0.28;11;2;0.0;2.0
CJ;4-19-2009;16;15:26;526;suburb;1000;Turdus merula;4.46;0.20;0.44;0.24;8;5;0.1;2.0
EB;4-30-2009;17;10:25;247;suburb;1000;Turdus merula;4.46;0.36;0.46;0.60;14;0;0.4;2.0
EB;4-30-2009;17;16:12;594;suburb;1000;Turdus merula;4.46;0.03;0.12;0.40;13;0;0.4;2.0
CJ;5-14-2009;19;10:59;304;suburb;1000;Columba palumbus;8.04;0.12;0.76;0.83;31;0;0.0;2.0
CJ;5-10-2009;19;7:51;110;nature;10;Erithacus rubecula;2.62;0.23;0.44;0.33;19;1;0.0;2.0
CJ;5-10-2009;19;9:12;191;nature;10;Turdus philomelos;4.08;0.26;0.49;0.12;20;1;0.0;2.0
SS;5-15-2009;19;11:44;350;nature;10;Columba palumbus;8.04;0.75;0.67;0.48;31;0;0.0;2.0
CJ;3-17-2009;11;7:20;28;urban;10000;Turdus merula;4.46;0.18;0.13;0.11;8;6;0.0;1.9
CJ;3-25-2009;12;16:29;595;urban;10000;Turdus merula;4.46;0.06;0.28;0.27;8;4;0.3;1.9
CJ;4-17-2009;15;9:18;154;urban;10000;Prunella modularis;2.74;0.39;0.45;0.55;6;5;0.1;1.9
SS;4-28-2009;17;14:43;501;urban;10000;Erithacus rubecula;2.62;0.38;0.62;0.68;14;0;0.4;1.9
SS;5-12-2009;19;13:37;459;urban;10000;Turdus merula;4.46;0.23;0.66;0.83;29;0;0.0;1.9
SS;4-18-2009;16;8:59;137;rural;100;Turdus merula;4.46;0.45;0.36;0.34;6;5;0.1;1.9
EB;4-4-2009;14;8:29;77;suburb;1000;Turdus merula;4.46;0.24;0.33;0.44;15;5;0.2;1.9
SS;4-4-2009;14;13:15;363;suburb;1000;Turdus merula;4.46;0.14;0.39;0.23;20;5;0.2;1.9
EB;4-19-2009;16;8:31;111;suburb;1000;Turdus merula;4.46;0.31;0.47;0.28;6;5;0.1;1.9
CJ;4-19-2009;16;11:15;275;suburb;1000;Prunella modularis;2.74;0.51;0.05;0.50;7;5;0.1;1.9
SS;4-19-2009;16;12:02;322;suburb;1000;Erithacus rubecula;2.62;0.27;0.41;0.49;9;5;0.1;1.9
SS;4-19-2009;16;15:37;537;suburb;1000;Turdus merula;4.46;0.24;0.48;0.53;8;5;0.1;1.9
SS;5-9-2009;19;12:09;366;suburb;1000;Turdus merula;4.46;0.34;0.45;0.67;24;1;0.0;1.9
EB;5-14-2009;19;10:07;252;suburb;1000;Erithacus rubecula;2.62;0.14;0.49;0.30;29;0;0.0;1.9
CJ;3-28-2009;13;15:34;547;nature;10;Turdus merula;4.46;0.17;0.32;0.27;9;4;0.3;1.9
SS;5-1-2009;17;14:59;522;nature;10;Turdus merula;4.46;0.64;0.22;0.38;14;0;0.4;1.9
EB;5-10-2009;19;7:24;83;nature;10;Turdus merula;4.46;0.43;0.85;0.35;17;1;0.0;1.9
CJ;5-10-2009;19;9:36;215;nature;10;Erithacus rubecula;2.62;0.46;0.63;0.57;21;1;0.0;1.9
SS;3-17-2009;11;15:21;509;urban;10000;Turdus merula;4.46;0.09;0.19;0.14;11;6;0.0;1.8
SS;4-7-2009;14;11:10;245;urban;10000;Turdus merula;4.46;0.09;0.42;0.35;11;2;0.0;1.8
SS;5-7-2009;18;12:54;408;urban;10000;Columba palumbus;8.04;0.30;0.83;0.45;25;1;0.0;1.8
CJ;4-18-2009;16;8:48;126;rural;100;Prunella modularis;2.74;0.30;0.53;0.37;6;5;0.1;1.8
EB;5-8-2009;18;7:55;111;rural;100;Turdus merula;4.46;0.27;0.48;0.43;19;1;0.0;1.8
EB;5-13-2009;19;12:10;374;rural;100;Turdus merula;4.46;0.54;0.71;0.67;31;0;0.0;1.8
EB;3-19-2009;11;9:13;145;suburb;1000;Turdus merula;4.46;0.17;0.14;0.17;10;6;0.0;1.8
EB;3-19-2009;11;12:24;336;suburb;1000;Turdus merula;4.46;0.17;0.20;0.16;11;6;0.0;1.8
CJ;5-9-2009;19;10:23;260;suburb;1000;Turdus merula;4.46;0.19;0.41;0.53;23;1;0.0;1.8
EB;5-14-2009;19;10:30;275;suburb;1000;Erithacus rubecula;2.62;0.36;0.31;0.72;30;0;0.0;1.8
CJ;5-14-2009;19;12:19;384;suburb;1000;Columba palumbus;8.04;0.20;0.85;0.66;31;0;0.0;1.8
EB;5-15-2009;19;8:23;149;nature;10;Turdus merula;4.46;0.38;0.67;0.27;23;0;0.0;1.8
EB;5-15-2009;19;11:57;363;nature;10;Turdus philomelos;4.08;0.38;0.85;0.71;30;0;0.0;1.8
EB;5-15-2009;19;12:42;408;nature;10;Columba palumbus;8.04;0.68;0.59;0.38;30;0;0.0;1.8
EB;3-17-2009;11;12:55;363;urban;10000;Turdus merula;4.46;0.04;0.16;0.09;12;6;0.0;1.7
CJ;3-17-2009;11;13:18;386;urban;10000;Turdus merula;4.46;0.14;0.10;0.09;12;6;0.0;1.7
EB;3-25-2009;12;16:04;570;urban;10000;Turdus merula;4.46;0.16;0.24;0.25;9;4;0.3;1.7
EB;4-2-2009;13;10:25;189;urban;10000;Turdus merula;4.46;0.04;0.30;0.18;17;5;0.2;1.7
SS;4-2-2009;13;10:49;213;urban;10000;Turdus merula;4.46;0.12;0.32;0.39;17;5;0.2;1.7
CJ;4-2-2009;13;10:56;220;urban;10000;Turdus merula;4.46;0.25;0.32;0.27;17;5;0.2;1.7
CJ;4-2-2009;13;11:41;265;urban;10000;Turdus merula;4.46;0.24;0.34;0.19;19;5;0.2;1.7
CJ;4-17-2009;15;13:47;423;urban;10000;Erithacus rubecula;2.62;0.48;0.40;0.12;9;5;0.1;1.7
CJ;4-18-2009;16;16:13;571;rural;100;Prunella modularis;2.74;0.44;0.55;0.45;8;5;0.1;1.7
CJ;5-8-2009;18;7:07;63;rural;100;Turdus merula;4.46;0.37;0.71;0.69;17;1;0.0;1.7
SS;5-13-2009;19;8:02;126;rural;100;Erithacus rubecula;2.62;0.11;0.73;0.34;21;0;0.0;1.7
SS;5-13-2009;19;8:27;151;rural;100;Prunella modularis;2.74;0.36;0.52;0.28;22;0;0.0;1.7
CJ;3-19-2009;11;10:38;230;suburb;1000;Turdus merula;4.46;0.19;0.14;0.04;10;6;0.0;1.7
EB;4-19-2009;16;9:59;199;suburb;1000;Turdus merula;4.46;0.16;0.36;0.20;7;5;0.1;1.7
SS;5-1-2009;17;8:27;130;nature;10;Turdus merula;4.46;0.61;0.26;0.69;13;0;0.4;1.7
EB;5-1-2009;17;10:24;247;nature;10;Turdus merula;4.46;0.63;0.09;0.62;14;0;0.4;1.7
EB;5-15-2009;19;10:10;256;nature;10;Prunella modularis;2.74;0.71;0.46;0.47;31;0;0.0;1.7
SS;5-15-2009;19;12:53;419;nature;10;Turdus merula;4.46;0.72;0.69;0.30;29;0;0.0;1.7
EB;3-25-2009;12;15:24;530;urban;10000;Turdus merula;4.46;0.07;0.23;0.14;10;4;0.3;1.6
CJ;4-2-2009;13;15:22;486;urban;10000;Turdus merula;4.46;0.20;0.29;0.39;18;5;0.2;1.6
EB;4-17-2009;15;8:35;111;urban;10000;Prunella modularis;2.74;0.27;0.56;0.43;6;5;0.1;1.6
EB;4-17-2009;15;14:26;462;urban;10000;Turdus merula;4.46;0.36;0.14;0.38;9;5;0.1;1.6
SS;4-28-2009;17;15:45;563;urban;10000;Turdus philomelos;4.08;0.68;0.42;0.57;13;0;0.4;1.6
SS;5-8-2009;18;8:01;117;rural;100;Turdus merula;4.46;0.62;0.45;0.50;19;1;0.0;1.6
SS;3-19-2009;11;12:37;349;suburb;1000;Turdus merula;4.46;0.17;0.14;0.04;11;6;0.0;1.6
EB;4-9-2009;14;13:47;406;suburb;1000;Turdus merula;4.46;0.15;0.19;0.34;13;2;0.0;1.6
EB;4-9-2009;14;14:22;441;suburb;1000;Turdus merula;4.46;0.42;0.47;0.38;14;2;0.0;1.6
EB;4-30-2009;17;15:28;550;suburb;1000;Erithacus rubecula;2.62;0.43;0.67;0.24;14;0;0.4;1.6
EB;5-14-2009;19;13:00;425;suburb;1000;Turdus philomelos;4.08;0.55;0.37;0.73;30;0;0.0;1.6
CJ;5-14-2009;19;13:17;442;suburb;1000;Erithacus rubecula;2.62;0.51;0.58;0.81;30;0;0.0;1.6
EB;5-14-2009;19;13:46;471;suburb;1000;Erithacus rubecula;2.62;0.13;0.62;0.50;29;0;0.0;1.6
SS;5-10-2009;19;13:01;420;nature;10;Turdus merula;4.46;0.59;0.81;0.70;25;1;0.0;1.6
CJ;4-7-2009;14;12:51;346;urban;10000;Erithacus rubecula;2.62;0.29;0.38;0.14;12;2;0.0;1.5
EB;4-7-2009;14;15:14;489;urban;10000;Turdus merula;4.46;0.19;0.31;0.37;13;2;0.0;1.5
EB;4-17-2009;15;11:13;269;urban;10000;Turdus merula;4.46;0.36;0.52;0.28;7;5;0.1;1.5
CJ;4-17-2009;15;14:33;469;urban;10000;Turdus merula;4.46;0.17;0.44;0.28;9;5;0.1;1.5
CJ;5-12-2009;19;11:52;354;urban;10000;Turdus merula;4.46;0.25;0.41;0.89;31;0;0.0;1.5
SS;5-12-2009;19;13:25;447;urban;10000;Erithacus rubecula;2.62;0.51;0.47;0.50;29;0;0.0;1.5
EB;4-3-2009;13;8:10;56;rural;100;Turdus merula;4.46;0.16;0.33;0.21;14;5;0.2;1.5
SS;4-3-2009;13;14:39;445;rural;100;Erithacus rubecula;2.62;0.22;0.38;0.23;19;5;0.2;1.5
CJ;4-8-2009;14;16:27;564;rural;100;Erithacus rubecula;2.62;0.04;0.38;0.28;12;2;0.0;1.5
SS;4-29-2009;17;12:46;386;rural;100;Erithacus rubecula;2.62;0.46;0.47;0.46;15;0;0.4;1.5
SS;4-29-2009;17;15:02;522;rural;100;Erithacus rubecula;2.62;0.51;0.37;0.35;13;0;0.4;1.5
SS;5-8-2009;18;12:54;410;rural;100;Turdus merula;4.46;0.18;0.71;0.38;25;1;0.0;1.5
CJ;3-19-2009;11;7:00;12;suburb;1000;Turdus merula;4.46;0.08;0.21;0.03;8;6;0.0;1.5
EB;4-4-2009;14;11:44;272;suburb;1000;Turdus merula;4.46;0.12;0.11;0.05;19;5;0.2;1.5
EB;4-9-2009;14;9:47;166;suburb;1000;Turdus merula;4.46;0.28;0.40;0.23;11;2;0.0;1.5
SS;5-14-2009;19;9:39;224;suburb;1000;Turdus merula;4.46;0.16;0.35;0.53;27;0;0.0;1.5
SS;4-20-2009;16;15:52;554;nature;10;Turdus philomelos;4.08;0.38;0.49;0.46;8;5;0.1;1.5
SS;5-15-2009;19;12:10;376;nature;10;Columba palumbus;8.04;0.67;0.84;0.30;30;0;0.0;1.5
SS;3-17-2009;11;13:37;405;urban;10000;Turdus merula;4.46;0.07;0.20;0.11;12;6;0.0;1.4
EB;4-2-2009;13;8:06;50;urban;10000;Turdus merula;4.46;0.17;0.15;0.32;14;5;0.2;1.4
EB;4-2-2009;13;10:34;198;urban;10000;Turdus merula;4.46;0.28;0.15;0.35;17;5;0.2;1.4
EB;4-2-2009;13;12:58;342;urban;10000;Turdus merula;4.46;0.17;0.39;0.34;20;5;0.2;1.4
SS;5-7-2009;18;9:16;190;urban;10000;Turdus merula;4.46;0.25;0.54;0.75;20;1;0.0;1.4
CJ;3-19-2009;11;8:49;121;suburb;1000;Turdus merula;4.46;0.05;0.13;0.13;9;6;0.0;1.4
SS;3-27-2009;12;12:06;336;suburb;1000;Turdus merula;4.46;0.14;0.18;0.17;10;4;0.3;1.4
SS;4-4-2009;14;11:55;283;suburb;1000;Turdus merula;4.46;0.20;0.34;0.35;19;5;0.2;1.4
EB;4-19-2009;16;15:04;504;suburb;1000;Erithacus rubecula;2.62;0.48;0.59;0.33;9;5;0.1;1.4
EB;4-30-2009;17;7:22;64;suburb;1000;Turdus merula;4.46;0.44;0.47;0.60;13;0;0.4;1.4
CJ;4-30-2009;17;9:38;200;suburb;1000;Turdus merula;4.46;0.20;0.67;0.52;13;0;0.4;1.4
CJ;4-30-2009;17;14:37;499;suburb;1000;Turdus merula;4.46;0.11;0.52;0.35;14;0;0.4;1.4
SS;5-9-2009;19;10:10;247;suburb;1000;Turdus merula;4.46;0.59;0.26;0.37;22;1;0.0;1.4
SS;5-9-2009;19;10:33;270;suburb;1000;Turdus philomelos;4.08;0.45;0.62;0.73;23;1;0.0;1.4
CJ;5-9-2009;19;12:28;385;suburb;1000;Turdus merula;4.46;0.19;0.60;0.30;24;1;0.0;1.4
CJ;3-28-2009;13;7:05;38;nature;10;Prunella modularis;2.74;0.32;0.25;0.06;6;4;0.3;1.4
CJ;5-1-2009;17;14:20;483;nature;10;Erithacus rubecula;2.62;0.59;0.56;0.62;14;0;0.4;1.4
EB;5-15-2009;19;8:13;139;nature;10;Turdus merula;4.46;0.70;0.61;0.74;22;0;0.0;1.4
SS;3-17-2009;11;14:47;475;urban;10000;Turdus merula;4.46;0.09;0.11;0.10;11;6;0.0;1.3
SS;4-17-2009;15;14:00;436;urban;10000;Turdus merula;4.46;0.19;0.47;0.46;9;5;0.1;1.3
CJ;4-17-2009;15;15:50;546;urban;10000;Turdus merula;4.46;0.23;0.42;0.48;8;5;0.1;1.3
SS;4-28-2009;17;11:55;333;urban;10000;Turdus merula;4.46;0.52;0.14;0.32;14;0;0.4;1.3
SS;4-28-2009;17;13:08;406;urban;10000;Turdus philomelos;4.08;0.48;0.74;0.52;15;0;0.4;1.3
EB;4-3-2009;13;12:04;290;rural;100;Turdus merula;4.46;0.08;0.20;0.29;19;5;0.2;1.3
EB;5-8-2009;18;9:17;193;rural;100;Erithacus rubecula;2.62;0.35;0.40;0.28;20;1;0.0;1.3
CJ;5-13-2009;19;7:12;76;rural;100;Turdus merula;4.46;0.63;0.70;0.67;19;0;0.0;1.3
SS;5-9-2009;19;7:47;104;suburb;1000;Turdus merula;4.46;0.72;0.32;0.57;18;1;0.0;1.3
EB;5-9-2009;19;9:58;235;suburb;1000;Turdus merula;4.46;0.47;0.59;0.13;22;1;0.0;1.3
SS;5-10-2009;19;10:11;250;nature;10;Turdus merula;4.46;0.44;0.78;0.89;23;1;0.0;1.3
EB;4-2-2009;13;11:04;228;urban;10000;Turdus merula;4.46;0.11;0.24;0.28;18;5;0.2;1.2
CJ;4-17-2009;15;8:44;120;urban;10000;Turdus merula;4.46;0.31;0.29;0.22;6;5;0.1;1.2
EB;4-28-2009;17;10:55;273;urban;10000;Turdus merula;4.46;0.33;0.42;0.40;14;0;0.4;1.2
CJ;4-28-2009;17;15:08;526;urban;10000;Turdus merula;4.46;0.37;0.58;0.42;14;0;0.4;1.2
CJ;5-7-2009;18;7:22;76;urban;10000;Turdus merula;4.46;0.22;0.32;0.55;17;1;0.0;1.2
CJ;5-12-2009;19;10:16;258;urban;10000;Erithacus rubecula;2.62;0.39;0.64;0.47;30;0;0.0;1.2
SS;4-18-2009;16;7:50;68;rural;100;Turdus merula;4.46;0.45;0.33;0.08;5;5;0.1;1.2
CJ;5-8-2009;18;7:33;89;rural;100;Prunella modularis;2.74;0.20;0.64;0.47;17;1;0.0;1.2
EB;4-9-2009;14;14:50;469;suburb;1000;Turdus merula;4.46;0.33;0.30;0.10;14;2;0.0;1.2
EB;4-19-2009;16;16:15;575;suburb;1000;Turdus merula;4.46;0.15;0.56;0.40;8;5;0.1;1.2
EB;5-14-2009;19;10:40;285;suburb;1000;Columba palumbus;8.04;0.21;0.88;0.50;30;0;0.0;1.2
SS;5-10-2009;19;12:27;386;nature;10;Turdus merula;4.46;0.53;0.76;0.65;25;1;0.0;1.2
SS;5-15-2009;19;7:57;123;nature;10;Turdus merula;4.46;0.25;0.84;0.52;21;0;0.0;1.2
SS;5-15-2009;19;13:42;468;nature;10;Turdus merula;4.46;0.17;0.86;0.33;29;0;0.0;1.2
SS;3-17-2009;11;7:10;18;urban;10000;Turdus merula;4.46;0.11;0.08;0.10;8;6;0.0;1.1
EB;3-25-2009;12;16:37;603;urban;10000;Turdus merula;4.46;0.14;0.18;0.25;8;4;0.3;1.1
EB;4-2-2009;13;7:17;1;urban;10000;Turdus merula;4.46;0.31;0.27;0.23;14;5;0.2;1.1
CJ;4-7-2009;14;13:38;393;urban;10000;Turdus merula;4.46;0.08;0.29;0.28;13;2;0.0;1.1
EB;4-17-2009;15;15:39;535;urban;10000;Turdus merula;4.46;0.27;0.42;0.29;8;5;0.1;1.1
EB;4-28-2009;17;13:20;418;urban;10000;Turdus merula;4.46;0.27;0.64;0.26;15;0;0.4;1.1
CJ;4-28-2009;17;13:30;428;urban;10000;Turdus philomelos;4.08;0.17;0.60;0.28;15;0;0.4;1.1
CJ;4-28-2009;17;15:38;556;urban;10000;Turdus merula;4.46;0.36;0.56;0.71;13;0;0.4;1.1
CJ;5-7-2009;18;10:00;234;urban;10000;Prunella modularis;2.74;0.18;0.68;0.51;22;1;0.0;1.1
CJ;5-7-2009;18;13:09;423;urban;10000;Prunella modularis;2.74;0.39;0.63;0.51;25;1;0.0;1.1
EB;5-12-2009;19;9:36;218;urban;10000;Prunella modularis;2.74;0.18;0.72;0.33;27;0;0.0;1.1
CJ;5-12-2009;19;12:39;401;urban;10000;Erithacus rubecula;2.62;0.36;0.66;0.42;30;0;0.0;1.1
EB;4-18-2009;16;8:22;100;rural;100;Turdus merula;4.46;0.44;0.41;0.45;6;5;0.1;1.1
EB;4-18-2009;16;11:57;315;rural;100;Turdus merula;4.46;0.27;0.25;0.13;9;5;0.1;1.1
EB;4-29-2009;17;14:18;478;rural;100;Prunella modularis;2.74;0.11;0.72;0.52;14;0;0.4;1.1
EB;5-8-2009;18;12:01;357;rural;100;Turdus merula;4.46;0.56;0.62;0.51;24;1;0.0;1.1
CJ;5-13-2009;19;7:47;111;rural;100;Erithacus rubecula;2.62;0.22;0.78;0.17;20;0;0.0;1.1
SS;4-9-2009;14;15:06;485;suburb;1000;Turdus merula;4.46;0.23;0.26;0.27;13;2;0.0;1.1
SS;4-19-2009;16;7:58;78;suburb;1000;Turdus merula;4.46;0.43;0.44;0.19;5;5;0.1;1.1
CJ;5-14-2009;19;9:53;238;suburb;1000;Turdus merula;4.46;0.63;0.50;0.52;27;0;0.0;1.1
EB;4-20-2009;16;8:22;104;nature;10;Erithacus rubecula;2.62;0.56;0.44;0.57;6;5;0.1;1.1
CJ;5-1-2009;17;10:03;226;nature;10;Columba palumbus;8.04;0.74;0.79;0.60;14;0;0.4;1.1
EB;5-15-2009;19;10:25;271;nature;10;Turdus merula;4.46;0.30;0.67;0.54;31;0;0.0;1.1
EB;4-2-2009;13;13:29;373;urban;10000;Turdus merula;4.46;0.11;0.11;0.11;20;5;0.2;1.0
CJ;4-7-2009;14;16:03;538;urban;10000;Turdus merula;4.46;0.11;0.45;0.32;12;2;0.0;1.0
SS;4-28-2009;17;7:59;97;urban;10000;Turdus merula;4.46;0.37;0.31;0.39;13;0;0.4;1.0
SS;4-28-2009;17;14:57;515;urban;10000;Turdus merula;4.46;0.42;0.49;0.51;14;0;0.4;1.0
EB;5-7-2009;18;7:46;100;urban;10000;Turdus merula;4.46;0.53;0.20;0.58;18;1;0.0;1.0
